job_id,job_title,jobs_group,seniority,remote,company_clean,company,city,state_x,annual_low,annual_mean,annual_high,bls_occ_code,skills,skills_count,company_co,sector,sector_group,revenue_band,revenue_rank,employee_band,employee_rank,company_score,reviews_count,state_y,state_abbr,occ_title,total_employed,bls_annual_mean,bls_annual_median,bls_p10,bls_p90,state_name,pce_2023_in_millions
job_7ae4d606248c2fc3,Tableau Developer/Data Analyst (Austin Tx Only),Data Analyst,Unspecified,Remote,Atx Consulting,ATX Consulting,Austin,TX,193200.0,197800.0,202400.0,15-2051,"['Tableau', 'ERP']",2,ATX Consulting,IT Support,Information Technology,,,,,,,Texas,TX,Data Scientists,"20,560",109000.0,100100.0,51550.0,167148.8,Texas,1595277.8
job_4e69acaf903b0276,Cybersecurity Analyst,Analyst,Unspecified,On-site,Avis Technologies Llc,Avis Technologies LLC,Atlanta,GA,97520.0,97520.0,97520.0,13-1111,"['Office', 'Bachelor']",2,Avis Technologies LLC,Human Resources,Human Resources,,,,,,,Georgia,GA,Management Analysts,"34,060",110250.0,101530.0,52250.0,171392.0,Georgia,554573.4
job_f11dd92a498f4c97,Data Analyst,Data Analyst,Unspecified,Remote,Upen Group Inc,Upen Group Inc,Irving,TX,40000.0,51863.0,63726.0,15-2051,"['Python', 'SQL']",2,Upen Group Inc,,,,,,,,,Texas,TX,Data Scientists,"20,560",109000.0,100100.0,51550.0,167148.8,Texas,1595277.8
job_997191a3445cb099,BCBA - Board Certified Behavior Analyst (Center Based),Business Analyst,Unspecified,On-site,Prism Learning Center,PRISM Learning Center,Passaic,NJ,90000.0,105000.0,120000.0,13-1111,['Master'],1,PRISM Learning Center,Healthcare,Health,,,,,1.0,1.0,New Jersey,NJ,Management Analysts,"19,300",122840.0,103770.0,66060.0,182312.0,New Jersey,592882.2
job_010187596b843b21,Board Certified Behavior Analyst (BCBA),Business Analyst,Unspecified,On-site,Hidden Gems Aba,Hidden Gems ABA,Bergen County,NJ,165600.0,165600.0,165600.0,13-1111,['Master'],1,Hidden Gems ABA,,,,,,,,,New Jersey,NJ,Management Analysts,"19,300",122840.0,103770.0,66060.0,182312.0,New Jersey,592882.2
job_5e6bf924207842d3,Board Certified Behavior Analyst (BCBA),Business Analyst,Unspecified,On-site,Emagine Health Services,Emagine Health Services,Detroit,MI,72000.0,78500.0,85000.0,13-1111,"['Spanish', 'Master']",2,Emagine Health Services,Healthcare,Health,,,XXXS,0.0,5.0,7.0,Michigan,MI,Management Analysts,"15,390",98520.0,84840.0,51690.0,152942.4,Michigan,524045.1
job_80f49790dbc7debe,Data Analyst,Data Analyst,Unspecified,On-site,Molina Healthcare,Molina Healthcare,Brooklyn,NY,49930.0,73646.5,97363.0,15-2051,['Bachelor'],1,Molina Healthcare,Insurance Companies,Insurance,XXXL,8.0,XXXL,8.0,3.2,1671.0,New York,NY,Data Scientists,"16,390",134830.0,128890.0,66870.0,212347.2,New York,1248145.3
job_1756c23dcf50977e,Global Engineering People Strategy Staff Analyst (Virtual),Data Engineer,Unspecified,On-site,Boeing,BOEING,Berkeley,MO,68000.0,87475.0,106950.0,15-1243,"['Master', 'Office', 'Bachelor']",3,BOEING,Aerospace and Defense,Government,XXXL,8.0,XXXL,8.0,3.9,9154.0,Missouri,MO,Database Architects,"1,930",106560.0,102810.0,55110.0,160617.6,Missouri,322803.9
job_363ddf080b61ad25,"Data Analytics Analyst, Technology and Analytics",Data Analyst,Unspecified,On-site,Bre Hotels & Resorts,BRE Hotels & Resorts,New York,NY,85000.0,90000.0,95000.0,15-2051,"['Excel', 'Tableau', 'Word', 'Office', 'SQL', 'Power BI', 'PowerPoint', 'Python', 'VBA', 'Oracle', 'Master']",11,BRE Hotels & Resorts,Tourism and Accommodation,Tourism and Accommodation,,,,,,,New York,NY,Data Scientists,"16,390",134830.0,128890.0,66870.0,212347.2,New York,1248145.3
job_739faa5b31ee57bd,Data Analyst,Data Analyst,Unspecified,On-site,Cash Depot,Cash Depot,Green Bay,WI,36800.0,39560.0,42320.0,15-2051,['Office'],1,Cash Depot,Finance,Finance,M,4.0,S,3.0,2.9,49.0,Wisconsin,WI,Data Scientists,"3,090",105250.0,101850.0,67540.0,140982.4,Wisconsin,310876.1
job_42b0758918d9ad0a,Associate Research/Data Analyst - 4120711,Data Analyst,Unspecified,On-site,State Of Missouri,State of Missouri,Jefferson City,MO,43296.0,44724.0,46152.0,15-2051,['Bachelor'],1,State of Missouri,Government and Public Administration,Government,,,XL,6.0,3.3,652.0,Missouri,MO,Data Scientists,"3,850",88210.0,81410.0,50690.0,135699.19999999998,Missouri,322803.9
job_7874e2c74d101f9c,Senior Principal Analyst - Data Management Technology - Remote NA,Data Analyst,Senior,Remote,Gartner,Gartner,,TX,105000.0,110000.0,115000.0,15-2051,"['Master', 'Bachelor']",2,Gartner,Business Consulting,Consulting,XL,6.0,XXXL,8.0,3.7,583.0,Texas,TX,Data Scientists,"20,560",109000.0,100100.0,51550.0,167148.8,Texas,1595277.8
job_9422dfe7ec508edc,Data Support Analyst (Algorithm Developer) - LPAZ26246,Data Analyst,Unspecified,On-site,"Techdata Service Company, Llc","TechData Service Company, LLC",Gaithersburg,MD,149260.80000000002,149260.80000000002,149260.80000000002,15-2051,[],0,"TechData Service Company, LLC",Human Resources,Human Resources,,,S,3.0,3.9,7.0,Maryland,MD,Data Scientists,"2,170",126020.0,125460.0,76170.0,174990.4,Maryland,346417.2
job_ad8ab53ad998eabc,Chemical Data Modeling Specialist,Data Analyst,Unspecified,On-site,U.S. Environmental Protection Agency (Epa),U.S. Environmental Protection Agency (EPA),Duluth,MN,41731.2,41731.2,41731.2,15-2051,"['R', 'CSS', 'Office', 'Bachelor']",4,U.S. Environmental Protection Agency (EPA),,,,,,,,,Minnesota,MN,Data Scientists,"2,240",118760.0,114630.0,69170.0,165838.4,Minnesota,324127.6
job_ae9e0bfa69d82f78,EDI Analyst (Electronic Data Interchange),Data Analyst,Unspecified,On-site,Jivaforce Corporation,Jivaforce Corporation,Dayton,NJ,65000.0,70000.0,75000.0,15-2051,"['ERP', 'Bachelor']",2,Jivaforce Corporation,,,,,,,,,New Jersey,NJ,Data Scientists,"4,340",134140.0,130570.0,73070.0,198307.2,New Jersey,592882.2
job_a93b2a273d0916e7,Data Analyst,Data Analyst,Unspecified,Remote,Harvey Nash,Harvey Nash,Nashville,TN,36800.0,36800.0,36800.0,15-2051,"['SQL', 'Bachelor']",2,Harvey Nash,Staffing and Outsourcing,Human Resources,L,5.0,XXL,7.0,3.7,44.0,Tennessee,TN,Data Scientists,"2,090",97710.0,92400.0,35520.0,148595.19999999998,Tennessee,351524.5
job_196225d15df18261,Data Governance Analyst,Data Analyst,Unspecified,Remote,Rootstaff,Rootstaff,Pittsburgh,PA,46000.0,46000.0,46000.0,15-2051,"['Excel', 'Word', 'Office', 'Bachelor', 'Oracle', 'ERP']",6,Rootstaff,Aerospace and Defense,Government,,,,,,,Pennsylvania,PA,Data Scientists,"7,490",102370.0,97260.0,52780.0,160264.0,Pennsylvania,738929.8
job_93bf1d650f011239,Board Certified Behavior Analyst,Analyst,Unspecified,On-site,Comprehensive Disability Therapy,Comprehensive Disability Therapy,Silver Spring,MD,70000.0,82500.0,95000.0,13-1111,[],0,Comprehensive Disability Therapy,,,,,,,,,Maryland,MD,Management Analysts,"21,070",117360.0,116020.0,75190.0,163467.2,Maryland,346417.2
job_4a2c2265ca025f31,Board Certified Behavior Analyst (BCBA),Business Analyst,Unspecified,On-site,Central Mass Clinical Associates,Central Mass Clinical Associates,Worcester,MA,60000.0,72500.0,85000.0,13-1111,['Master'],1,Central Mass Clinical Associates,,,,,,,,,Massachusetts,MA,Management Analysts,"30,900",134350.0,111550.0,76040.0,212097.6,Massachusetts,483803.1
job_906235d440f69a10,Board Certified Behavior Analyst (BCBA),Business Analyst,Unspecified,Remote,Optimal Beginnings,Optimal Beginnings,Rockville,MD,65000.0,82500.0,100000.0,13-1111,['Office'],1,Optimal Beginnings,Healthcare,Health,,,XS,2.0,4.0,12.0,Maryland,MD,Management Analysts,"21,070",117360.0,116020.0,75190.0,163467.2,Maryland,346417.2
job_b621bf225741a071,Board Certified Behavior Analyst (BCBA),Business Analyst,Unspecified,On-site,Acorn Health,Acorn Health,Owings Mills,MD,92000.0,92000.0,92000.0,13-1111,"['English', 'Master']",2,Acorn Health,Hospitals and Health Centers,Health,,,,,3.2,36.0,Maryland,MD,Management Analysts,"21,070",117360.0,116020.0,75190.0,163467.2,Maryland,346417.2
job_b672dd14a3259346,Data Analyst - Remote,Data Analyst,Unspecified,Remote,General Dynamics Information Technology,General Dynamics Information Technology,,IN,72000.0,90000.0,108000.0,15-2051,"['Oracle', 'Dynamics 365', 'SQL', 'Bachelor']",4,General Dynamics Information Technology,Aerospace and Defense,Government,XXXL,8.0,XXXL,8.0,3.7,5613.0,Indiana,IN,Data Scientists,"2,440",92520.0,81620.0,52500.0,128336.0,Indiana,339862.5
job_67232a145d390836,Senior Data Analyst,Data Analyst,Senior,Hybrid,National Grid,National Grid,Waltham,MA,80000.0,87000.0,94000.0,15-2051,"['SQL', 'Power BI', 'Bachelor', 'Python', 'Agile']",5,National Grid,"Energy, Mining, and Public Infrastructure",Energy and Infrastructure,XXL,7.0,XXXL,8.0,3.7,975.0,Massachusetts,MA,Data Scientists,"7,400",125100.0,121560.0,75540.0,185286.4,Massachusetts,483803.1
job_991f5ef6e18bc137,Police Accountability Data Analyst (Management Analyst),Data Analyst,Unspecified,On-site,"City Of Berkeley, Ca","City of Berkeley, CA",Berkeley,CA,101714.0,111246.5,120779.0,15-2051,['Office'],1,"City of Berkeley, CA",,,,,,,,,California,CA,Data Scientists,"33,220",140490.0,133690.0,68050.0,213075.2,California,2526290.3
job_21c0b61a27ec8464,Board Certified Behavior Analyst (FT),Analyst,Unspecified,Remote,Kaleidoscope Aba,Kaleidoscope ABA,Wilmington,DE,78000.0,84500.0,91000.0,13-1111,"['Excel', 'PowerPoint', 'Word', 'Office']",4,Kaleidoscope ABA,Healthcare,Health,,,,,3.4,37.0,Delaware,DE,Management Analysts,"4,440",101500.0,86560.0,53380.0,137758.4,Delaware,59511.5
job_2d46fd5fac0877e1,Marketing Analytics & Insights Senior Analyst - Year Round,Data Analyst,Senior,Remote,Winter Park Resort,Winter Park Resort,Winter Park,CO,63000.0,79000.0,95000.0,15-2051,"['Tableau', 'MBA', 'SQL', 'Power BI', 'Bachelor', 'Adobe Analytics', 'Master']",7,Winter Park Resort,,,,,,,,,Colorado,CO,Data Scientists,"5,910",120320.0,111970.0,65420.0,174699.19999999998,Colorado,374880.1
job_f3e7c026d995c6d9,SAS Analyst III,Analyst,Unspecified,Remote,Computershare,Computershare,Saint Paul,MN,50000.0,60000.0,70000.0,13-1111,"['Office', 'Bachelor']",2,Computershare,Finance,Finance,XXL,7.0,XXXL,8.0,3.4,1211.0,Minnesota,MN,Management Analysts,"20,780",102380.0,92310.0,61110.0,162947.2,Minnesota,324127.6
job_6dd2c12f1e157958,DATA CONVERSION ANALYST II - EPIC - IT HOAG CLINIC,Data Analyst,Unspecified,On-site,Hoag Memorial Hospital Presbyterian,Hoag Memorial Hospital Presbyterian,Costa Mesa,CA,80352.8,101963.6,123574.4,15-2051,"['Excel', 'PowerPoint', 'Word', 'Bachelor']",4,Hoag Memorial Hospital Presbyterian,Healthcare,Health,XL,6.0,XXL,7.0,4.1,549.0,California,CA,Data Scientists,"33,220",140490.0,133690.0,68050.0,213075.2,California,2526290.3
job_aa8d03abf31ca332,Data Services and Reporting Specialist,Financial Analyst,Unspecified,Remote,Psu Foundation,PSU Foundation,Portland,OR,58000.0,60500.0,63000.0,13-2051,"['Excel', 'Office', 'SQL', 'Bachelor', 'SSIS', 'SSRS']",6,PSU Foundation,,,,,,,4.0,1.0,Oregon,OR,Financial and Investment Analysts,"2,390",103840.0,101820.0,60790.0,138424.0,Oregon,234577.7
job_3577c442884ba6cd,Board Certified Behavior Analyst - Full Time,Analyst,Unspecified,On-site,Aba Solutions Llc,ABA Solutions LLC,Parkville,MD,95000.0,97500.0,100000.0,13-1111,['Master'],1,ABA Solutions LLC,,,,,,,,,Maryland,MD,Management Analysts,"21,070",117360.0,116020.0,75190.0,163467.2,Maryland,346417.2
job_f1a0ea69626620c8,TMS/Helicopter Analyst,Analyst,Unspecified,On-site,Mainsailgroup.Com,Mainsailgroup.com,San Diego,CA,50000.0,62500.0,75000.0,13-1111,"['Tableau', 'Power BI', 'Qlik', 'Bachelor']",4,Mainsailgroup.com,,,,,,,,,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_628a6cfa80c24cc0,Product and Data Analyst,Data Analyst,Unspecified,On-site,Global Payments,Global Payments,Columbus,GA,250000.0,250000.0,250000.0,15-2051,"['Agile', 'Bachelor']",2,Global Payments,Finance,Finance,XXL,7.0,XXXL,8.0,3.4,2020.0,Georgia,GA,Data Scientists,"6,510",108010.0,100950.0,60350.0,164798.4,Georgia,554573.4
job_1e16731bc887fb8e,IT Analyst - RPU,Analyst,Unspecified,On-site,City Of Rochester,City of Rochester,Rochester,MN,76865.0,83647.0,90429.0,13-1111,"['JavaScript', 'SQL', 'Java', 'Python', 'SSIS', 'HTML']",6,City of Rochester,State and Regional Agencies,Government,,,XL,6.0,4.1,119.0,Minnesota,MN,Management Analysts,"20,780",102380.0,92310.0,61110.0,162947.2,Minnesota,324127.6
job_e7b625e0c0aecb55,Data and Research Analyst,Data Analyst,Unspecified,On-site,Middlesex Community College,Middlesex Community College,Lowell,MA,65000.0,70000.0,75000.0,15-2051,"['Tableau', 'Access', 'SQL', 'Bachelor', 'CSS']",5,Middlesex Community College,Hospitals and Health Centers,Health,XS,2.0,M,4.0,4.4,111.0,Massachusetts,MA,Data Scientists,"7,400",125100.0,121560.0,75540.0,185286.4,Massachusetts,483803.1
job_07695ea702fbd3a0,Research Data Analyst 2,Data Analyst,Unspecified,On-site,Uc Irvine Health,UC Irvine Health,Irvine,CA,58769.600000000006,81594.8,104420.0,15-2051,"['R', 'PHP', 'Bachelor']",3,UC Irvine Health,Healthcare,Health,,,XL,6.0,3.9,100.0,California,CA,Data Scientists,"33,220",140490.0,133690.0,68050.0,213075.2,California,2526290.3
job_5bff9b7231c396f7,Data Analyst,Data Analyst,Unspecified,On-site,Technocore360,Technocore360,Orlando,FL,73600.0,73600.0,73600.0,15-2051,"['Excel', 'Access', 'Tableau', 'Word', 'Office', 'SQL', 'Power BI', 'Bachelor', 'PowerPoint', 'Cognos', 'Oracle', 'Qlik']",12,Technocore360,Healthcare,Health,,,,,,,Florida,FL,Data Scientists,"8,400",106490.0,95360.0,52180.0,172432.0,Florida,1361251.4
job_164eaceb7b18dfed,Data Quality Analyst,Data Analyst,Unspecified,Remote,U.S. Court Of Appeals For The First Circuit,U.S. Court of Appeals for the First Circuit,Boston,MA,56600.0,78845.5,101091.0,15-2051,['Office'],1,U.S. Court of Appeals for the First Circuit,,,,,,,5.0,1.0,Massachusetts,MA,Data Scientists,"7,400",125100.0,121560.0,75540.0,185286.4,Massachusetts,483803.1
job_c03dbe14d1541257,IAM Business Analyst,Business Analyst,Unspecified,On-site,Cdrp Technologies,CDRP Technologies,Rancho Cucamonga,CA,128800.0,128800.0,128800.0,13-1111,"['Excel', 'Access', 'Python', 'SQL']",4,CDRP Technologies,Staffing and Outsourcing,Human Resources,XXXS,0.0,XXXS,0.0,,,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_3bafecaab396f42c,Casualty Business Analyst,Business Analyst,Unspecified,On-site,Radcube Llc,Radcube LLC,Indianapolis,IN,65000.0,67500.0,70000.0,13-1111,"['Excel', 'PowerPoint', 'Bachelor']",3,Radcube LLC,Information Technology,Information Technology,,,S,3.0,,,Indiana,IN,Management Analysts,"12,140",94760.0,83560.0,50210.0,148844.80000000002,Indiana,339862.5
job_3e65508863ac82e9,Financial Analyst,Financial Analyst,Unspecified,Remote,Advithri Technologies Llc,Advithri Technologies LLC,Detroit,MI,82800.0,87400.0,92000.0,13-2051,"['Office', 'SAP']",2,Advithri Technologies LLC,IT Support,Information Technology,,,S,3.0,,,Michigan,MI,Financial and Investment Analysts,"7,520",95710.0,83920.0,61040.0,130353.6,Michigan,524045.1
job_ef346b260337c02e,"Business Analyst (W2 Contract - No C2C, Must reside near Jacksonville FL)",Business Analyst,Unspecified,Remote,Talentfactor Inc,Talentfactor Inc,Jacksonville,FL,60720.0,70941.2,81162.4,13-1111,"['Excel', 'Office', 'Bachelor']",3,Talentfactor Inc,Healthcare Product Manufacturing,Product Manufacturing,,,,,5.0,1.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_134ca07d5fecd965,Human Resources Analyst,Analyst,Unspecified,On-site,Town Of Clayton,TOWN OF CLAYTON,Clayton,NC,55140.0,62003.0,68866.0,13-1111,[],0,Town of Clayton,Municipal Agencies,Government,,,,,4.2,13.0,North Carolina,NC,Management Analysts,"21,490",109220.0,100570.0,57990.0,171038.4,North Carolina,553487.4
job_cbb620fdd53b32c6,Senior Healthcare Data Analyst (Remote),Data Analyst,Senior,Remote,Stanford Health Care,Stanford Health Care,Sacramento,CA,94042.4,109314.4,124586.4,15-2051,"['Excel', 'Access', 'Tableau', 'SQL', 'Bachelor', 'Python', 'Master']",7,Stanford Health Care,Healthcare,Health,XL,6.0,XXXL,8.0,3.9,890.0,California,CA,Data Scientists,"33,220",140490.0,133690.0,68050.0,213075.2,California,2526290.3
job_9a2d5b8a189bfb7b,Specialized Analytics Lead Analyst,Data Analyst,Lead,Remote,Citi,Citi,New York,NY,183500.0,195100.0,206700.0,15-2051,"['Excel', 'Access', 'SQL', 'Bachelor', 'PowerPoint', 'Python']",6,Citi,Finance,Finance,XXXL,8.0,XXXL,8.0,3.9,19308.0,New York,NY,Data Scientists,"16,390",134830.0,128890.0,66870.0,212347.2,New York,1248145.3
job_048f0e59f2df599b,Financials Data Analyst - VP (Hybrid),Data Analyst,Lead,Hybrid,Citi,Citi,Tampa,FL,110090.0,137610.0,165130.0,15-2051,"['Excel', 'Access', 'Tableau', 'Word', 'Office', 'Power BI', 'Bachelor', 'PowerPoint', 'Power Query']",9,Citi,Finance,Finance,XXXL,8.0,XXXL,8.0,3.9,19308.0,Florida,FL,Data Scientists,"8,400",106490.0,95360.0,52180.0,172432.0,Florida,1361251.4
job_e44b5c956dc16f2c,Data Analyst – Travel Demand Modeler,Data Analyst,Unspecified,On-site,Houston-Galveston Area Council,Houston-Galveston Area Council,Houston,TX,48278.0,72499.0,96720.0,15-2051,"['Tableau', 'Bachelor']",2,Houston-Galveston Area Council,,,M,4.0,S,3.0,4.0,19.0,Texas,TX,Data Scientists,"20,560",109000.0,100100.0,51550.0,167148.8,Texas,1595277.8
job_e67649439606d36d,Research Data Analyst 2,Data Analyst,Unspecified,On-site,University Of California - Irvine,University of California - Irvine,Irvine,CA,58769.600000000006,81594.8,104420.0,15-2051,"['R', 'PHP', 'Bachelor']",3,University of California - Irvine,Education,Education,XL,6.0,XXXL,8.0,4.3,526.0,California,CA,Data Scientists,"33,220",140490.0,133690.0,68050.0,213075.2,California,2526290.3
job_c3ccf84bbaab45dc,Assessment & User Experience Analyst,Analyst,Unspecified,Remote,"University Of California, Santa Barbara","University of California, Santa Barbara",Santa Barbara,CA,62000.0,73450.0,84900.0,13-1111,"['Access', 'HTML', 'Office', 'Bachelor']",4,"University of California, Santa Barbara",Education,Education,L,5.0,XXL,7.0,4.4,422.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_1f82d8f041aadb19,Environmental Quality Information Data Specialist ~ Management Analyst 2,Data Analyst,Unspecified,Hybrid,State Of Minnesota,State of Minnesota,Duluth,MN,42209.600000000006,51740.8,61271.99999999999,15-2051,"['Tableau', 'Access', 'SQL', 'Bachelor', 'Python']",5,State of Minnesota,Government and Public Administration,Government,,,XXXL,8.0,3.5,422.0,Minnesota,MN,Data Scientists,"2,240",118760.0,114630.0,69170.0,165838.4,Minnesota,324127.6
job_af94df2b29403a07,Data Collection Analyst,Data Analyst,Unspecified,On-site,Saint James Health Inc,Saint James Health Inc,Newark,NJ,60000.0,67500.0,75000.0,15-2051,"['Excel', 'Office', 'Bachelor']",3,Saint James Health Inc,,,,,,,,,New Jersey,NJ,Data Scientists,"4,340",134140.0,130570.0,73070.0,198307.2,New Jersey,592882.2
job_afa72e10af6b9b66,Board Certified Behavior Analyst (BCBA),Business Analyst,Unspecified,On-site,True Colors Autism Treatment Center Llc,True Colors Autism Treatment Center LLC,Brighton,TN,82800.0,92000.0,101200.0,13-1111,[],0,True Colors Autism Treatment Center LLC,Hospitals and Health Centers,Health,,,,,,,Tennessee,TN,Management Analysts,"9,580",93870.0,83620.0,53960.0,136281.6,Tennessee,351524.5
job_a6caba353d955fd2,"Staff Analyst, Data Specialist",Data Analyst,Unspecified,Remote,Heluna Health,Heluna Health,Los Angeles,CA,81684.0,99768.0,117852.0,15-2051,"['Master', 'Office', 'SQL', 'Bachelor']",4,Heluna Health,Healthcare,Health,S,3.0,XL,6.0,3.8,52.0,California,CA,Data Scientists,"33,220",140490.0,133690.0,68050.0,213075.2,California,2526290.3
job_73c595a04e5bb81e,Performance Analyst (System),Analyst,Unspecified,On-site,Adventist Health,Adventist Health,,CA,89603.0,112003.5,134404.0,13-1111,['Bachelor'],1,Adventist Health,Healthcare,Health,XL,6.0,XXXL,8.0,3.7,358.0,California,CA,Management Analysts,"110,430",119370.0,99800.0,60060.0,191547.2,California,2526290.3
job_f7a0b88cf9fa0901,Senior Data Analyst,Data Analyst,Senior,Remote,Wiley,Wiley,,NJ,67700.0,81233.5,94767.0,15-2051,"['Power BI', 'SQL']",2,Wiley,Audiovisual and Media Communications,Media Communications,XL,6.0,XXL,7.0,3.7,332.0,New Jersey,NJ,Data Scientists,"4,340",134140.0,130570.0,73070.0,198307.2,New Jersey,592882.2
job_083784f6a7f17ea1,Lead Management and Program Analyst,Analyst,Lead,Remote,U.S. Department Of State,U.S. Department of State,Washington,DC,132368.0,152221.5,172075.0,13-1111,"['Access', 'R', 'Office', 'Bachelor']",4,U.S. Department of State,National Agencies,Government,,,XXXL,8.0,4.2,1519.0,District of Columbia,DC,Management Analysts,"18,570",120480.0,119480.0,78580.0,165984.0,District of Columbia,62490.4
job_85af9ac2aff54e6f,Data and Performance Analyst,Data Analyst,Unspecified,Hybrid,Exec Office Of Housing And Livable Communities,Exec Office of Housing and Livable Communities,Boston,MA,71429.0,87205.0,102981.0,15-2051,"['Excel', 'Access', 'Tableau', 'Word', 'Office', 'SQL', 'Power BI', 'Bachelor', 'PowerPoint']",9,Exec Office of Housing and Livable Communities,,,,,,,,,Massachusetts,MA,Data Scientists,"7,400",125100.0,121560.0,75540.0,185286.4,Massachusetts,483803.1
job_26acc7854ca74520,Value Creation Senior Financial Analyst,Financial Analyst,Senior,On-site,Johnson & Johnson,Johnson & Johnson,Raritan,NJ,73000.0,95150.0,117300.0,13-2051,"['MBA', 'Office', 'Bachelor', 'SAP', 'ERP']",5,Johnson & Johnson,Healthcare,Health,XXXL,8.0,XXXL,8.0,4.2,7741.0,New Jersey,NJ,Financial and Investment Analysts,"11,250",128280.0,103680.0,67880.0,199534.4,New Jersey,592882.2
job_15facb397298218b,Sr Data Analyst,Data Analyst,Senior,On-site,Puget Sound Energy,Puget Sound Energy,Bellevue,WA,92900.0,128250.0,163600.0,15-2051,"['Office', 'SQL', 'Bachelor', 'SAP', 'Oracle']",5,Puget Sound Energy,Electricity and Public Utilities,Government,,,XL,6.0,3.7,151.0,Washington,WA,Data Scientists,"5,640",148730.0,132620.0,76940.0,225929.6,Washington,472900.0
job_0fa9d7f300f32557,Enterprise Financial Crimes Compliance (EFCC) Data Metrics and Reporting Analyst,Financial Analyst,Unspecified,Hybrid,U.S. Bank National Association,U.S. Bank National Association,Charlotte,NC,92480.0,106080.0,119680.0,13-2051,"['Excel', 'Tableau', 'Office', 'Bachelor', 'PowerPoint']",5,U.S. Bank National Association,Banking and Credit Services,Finance,XXXL,8.0,XXXL,8.0,3.6,10506.0,North Carolina,NC,Financial and Investment Analysts,"10,490",104610.0,99990.0,63380.0,159910.4,North Carolina,553487.4
job_d6f8ec324cdcb869,Principal Planning Analyst,Financial Analyst,Lead,Remote,Hennepin County,Hennepin County,Hennepin County,MN,63284.0,81804.5,100325.0,13-2051,"['Excel', 'PowerPoint', 'Master', 'Bachelor']",4,Hennepin County,Government and Public Administration,Government,,,XXL,7.0,3.8,337.0,Minnesota,MN,Financial and Investment Analysts,"6,620",102950.0,99380.0,63690.0,152588.8,Minnesota,324127.6
job_a4932c956f633562,Research Data Analyst - Enrollment Management Research Analyst,Data Analyst,Unspecified,On-site,The University Of Alabama,The University of Alabama,Tuscaloosa,AL,42141.0,51625.5,61110.0,15-2051,"['Excel', 'Tableau', 'Office', 'SQL', 'Bachelor', 'Master']",6,The University of Alabama,Education,Education,XL,6.0,XL,6.0,4.3,644.0,Alabama,AL,Data Scientists,"1,120",99040.0,100560.0,54690.0,145246.4,Alabama,227475.0
job_af6ef200e7d9089f,"Senior Analyst, HRIS - Payroll & Timekeeping (Remote)",Analyst,Senior,Remote,Wesco,Wesco,Glenview,IL,77100.0,90550.0,104000.0,13-1111,"['Power BI', 'SQL', 'Cognos']",3,Wesco,Wholesale Trade,Sales,XXL,7.0,XXXL,8.0,3.4,1614.0,Illinois,IL,Management Analysts,"44,210",121310.0,104610.0,62900.0,186971.2,Illinois,732059.2
job_f471137b344ebc90,Chemical Data Modeling Specialist,Data Analyst,Unspecified,On-site,Orau,ORAU,Duluth,MN,41731.2,41731.2,41731.2,15-2051,"['R', 'CSS', 'Office']",3,ORAU,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,L,5.0,3.6,27.0,Minnesota,MN,Data Scientists,"2,240",118760.0,114630.0,69170.0,165838.4,Minnesota,324127.6
job_e91ed4c202712450,Financial Analyst IV,Financial Analyst,Unspecified,On-site,Igt,IGT,Providence,RI,72900.0,114200.0,155500.0,13-2051,"['Excel', 'CPA', 'MBA', 'Bachelor', 'PowerPoint', 'SAP']",6,IGT,,,,,,,3.2,19.0,Rhode Island,RI,Financial and Investment Analysts,"1,870",97090.0,80950.0,35590.0,155292.8,Rhode Island,61337.8
job_0a7f42f69fc1d3a8,WORK PROGRAM ANALYST II,Analyst,Unspecified,On-site,The State Of Florida,The State of Florida,Tallahassee,FL,48376.0,55490.5,62605.0,13-1111,"['PowerPoint', 'Office']",2,The State of Florida,Government and Public Administration,Government,,,M,4.0,3.5,1759.0,Florida,FL,Management Analysts,"68,540",95920.0,82390.0,41790.0,161657.6,Florida,1361251.4
job_819a5c00eea42b95,HEALTH INSURANCE DATA ANALYST,Data Analyst,Unspecified,On-site,The State Of Florida,The State of Florida,Tallahassee,FL,55000.0,57500.0,60000.0,15-2051,"['Excel', 'Access', 'Word', 'Office', 'SQL', 'Power BI', 'SAP']",7,The State of Florida,Government and Public Administration,Government,,,M,4.0,3.5,1759.0,Florida,FL,Data Scientists,"8,400",106490.0,95360.0,52180.0,172432.0,Florida,1361251.4
job_b524c17bf7190e17,Senior Strategic Assessment Analyst - Office of Human Resources,Analyst,Senior,Remote,City And County Of Denver,City and County of Denver,Denver,CO,80371.0,106491.5,132612.0,13-1111,"['Office', 'Bachelor', 'Python', 'R', 'Spanish', 'English']",6,City and County of Denver,Government and Public Administration,Government,,,XXXL,8.0,3.6,368.0,Colorado,CO,Management Analysts,"13,130",105670.0,94750.0,54180.0,166920.0,Colorado,374880.1
